2024-03-03 16:17:24,592 - INFO - torch_version:2.1.1+cpu
2024-05-07 15:48:31,956 - DEBUG - Epoch 4 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0040])), ('gpr_list.1.kernel.length_scale', tensor([1.0040])), ('gpr_list.1.kernel.signal_variance', tensor([0.9960])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0040)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:31,966 - DEBUG - Epoch 5 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0050])), ('gpr_list.1.kernel.length_scale', tensor([1.0050])), ('gpr_list.1.kernel.signal_variance', tensor([0.9950])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0050)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:31,976 - DEBUG - Epoch 6 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0060])), ('gpr_list.1.kernel.length_scale', tensor([1.0060])), ('gpr_list.1.kernel.signal_variance', tensor([0.9940])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0060)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:31,985 - DEBUG - Epoch 7 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0070])), ('gpr_list.1.kernel.length_scale', tensor([1.0070])), ('gpr_list.1.kernel.signal_variance', tensor([0.9930])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0070)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:31,995 - DEBUG - Epoch 8 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0080])), ('gpr_list.1.kernel.length_scale', tensor([1.0080])), ('gpr_list.1.kernel.signal_variance', tensor([0.9920])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0080)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,006 - DEBUG - Epoch 9 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0090])), ('gpr_list.1.kernel.length_scale', tensor([1.0090])), ('gpr_list.1.kernel.signal_variance', tensor([0.9910])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0090)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,015 - DEBUG - Epoch 10 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0100])), ('gpr_list.1.kernel.length_scale', tensor([1.0100])), ('gpr_list.1.kernel.signal_variance', tensor([0.9900])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0100)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,025 - DEBUG - Epoch 11 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0110])), ('gpr_list.1.kernel.length_scale', tensor([1.0110])), ('gpr_list.1.kernel.signal_variance', tensor([0.9890])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0109)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,034 - DEBUG - Epoch 12 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0120])), ('gpr_list.1.kernel.length_scale', tensor([1.0120])), ('gpr_list.1.kernel.signal_variance', tensor([0.9880])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0119)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,045 - DEBUG - Epoch 13 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0130])), ('gpr_list.1.kernel.length_scale', tensor([1.0130])), ('gpr_list.1.kernel.signal_variance', tensor([0.9870])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0129)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,054 - DEBUG - Epoch 14 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0140])), ('gpr_list.1.kernel.length_scale', tensor([1.0140])), ('gpr_list.1.kernel.signal_variance', tensor([0.9860])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0139)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,065 - DEBUG - Epoch 15 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0150])), ('gpr_list.1.kernel.length_scale', tensor([1.0150])), ('gpr_list.1.kernel.signal_variance', tensor([0.9850])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0149)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,074 - DEBUG - Epoch 16 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0160])), ('gpr_list.1.kernel.length_scale', tensor([1.0160])), ('gpr_list.1.kernel.signal_variance', tensor([0.9840])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0158)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,084 - DEBUG - Epoch 17 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0170])), ('gpr_list.1.kernel.length_scale', tensor([1.0170])), ('gpr_list.1.kernel.signal_variance', tensor([0.9830])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0168)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,094 - DEBUG - Epoch 18 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0180])), ('gpr_list.1.kernel.length_scale', tensor([1.0180])), ('gpr_list.1.kernel.signal_variance', tensor([0.9820])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0178)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,103 - DEBUG - Epoch 19 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0190])), ('gpr_list.1.kernel.length_scale', tensor([1.0190])), ('gpr_list.1.kernel.signal_variance', tensor([0.9810])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0187)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,115 - DEBUG - Epoch 20 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0200])), ('gpr_list.1.kernel.length_scale', tensor([1.0200])), ('gpr_list.1.kernel.signal_variance', tensor([0.9800])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0197)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,126 - DEBUG - Epoch 21 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0210])), ('gpr_list.1.kernel.length_scale', tensor([1.0210])), ('gpr_list.1.kernel.signal_variance', tensor([0.9790])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0206)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,135 - DEBUG - Epoch 22 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0220])), ('gpr_list.1.kernel.length_scale', tensor([1.0221])), ('gpr_list.1.kernel.signal_variance', tensor([0.9780])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0216)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,147 - DEBUG - Epoch 23 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0230])), ('gpr_list.1.kernel.length_scale', tensor([1.0231])), ('gpr_list.1.kernel.signal_variance', tensor([0.9770])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0225)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,157 - DEBUG - Epoch 24 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0240])), ('gpr_list.1.kernel.length_scale', tensor([1.0241])), ('gpr_list.1.kernel.signal_variance', tensor([0.9760])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0235)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,167 - DEBUG - Epoch 25 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0250])), ('gpr_list.1.kernel.length_scale', tensor([1.0251])), ('gpr_list.1.kernel.signal_variance', tensor([0.9750])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0244)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,178 - DEBUG - Epoch 26 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0260])), ('gpr_list.1.kernel.length_scale', tensor([1.0261])), ('gpr_list.1.kernel.signal_variance', tensor([0.9740])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0253)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,188 - DEBUG - Epoch 27 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0270])), ('gpr_list.1.kernel.length_scale', tensor([1.0271])), ('gpr_list.1.kernel.signal_variance', tensor([0.9730])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0263)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,198 - DEBUG - Epoch 28 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0280])), ('gpr_list.1.kernel.length_scale', tensor([1.0281])), ('gpr_list.1.kernel.signal_variance', tensor([0.9720])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0272)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,208 - DEBUG - Epoch 29 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0290])), ('gpr_list.1.kernel.length_scale', tensor([1.0291])), ('gpr_list.1.kernel.signal_variance', tensor([0.9710])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0281)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,218 - DEBUG - Epoch 30 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0300])), ('gpr_list.1.kernel.length_scale', tensor([1.0301])), ('gpr_list.1.kernel.signal_variance', tensor([0.9700])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0290)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,229 - DEBUG - Epoch 31 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0310])), ('gpr_list.1.kernel.length_scale', tensor([1.0311])), ('gpr_list.1.kernel.signal_variance', tensor([0.9690])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0299)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,241 - DEBUG - Epoch 32 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0320])), ('gpr_list.1.kernel.length_scale', tensor([1.0321])), ('gpr_list.1.kernel.signal_variance', tensor([0.9680])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0308)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,250 - DEBUG - Epoch 33 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0330])), ('gpr_list.1.kernel.length_scale', tensor([1.0331])), ('gpr_list.1.kernel.signal_variance', tensor([0.9670])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0317)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,260 - DEBUG - Epoch 34 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0341])), ('gpr_list.1.kernel.length_scale', tensor([1.0342])), ('gpr_list.1.kernel.signal_variance', tensor([0.9660])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0325)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,268 - DEBUG - Epoch 35 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0351])), ('gpr_list.1.kernel.length_scale', tensor([1.0352])), ('gpr_list.1.kernel.signal_variance', tensor([0.9650])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0334)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,278 - DEBUG - Epoch 36 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0361])), ('gpr_list.1.kernel.length_scale', tensor([1.0362])), ('gpr_list.1.kernel.signal_variance', tensor([0.9640])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0343)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,289 - DEBUG - Epoch 37 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0371])), ('gpr_list.1.kernel.length_scale', tensor([1.0372])), ('gpr_list.1.kernel.signal_variance', tensor([0.9630])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0351)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,300 - DEBUG - Epoch 38 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0381])), ('gpr_list.1.kernel.length_scale', tensor([1.0382])), ('gpr_list.1.kernel.signal_variance', tensor([0.9620])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0360)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,311 - DEBUG - Epoch 39 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0391])), ('gpr_list.1.kernel.length_scale', tensor([1.0392])), ('gpr_list.1.kernel.signal_variance', tensor([0.9610])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0368)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,323 - DEBUG - Epoch 40 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0401])), ('gpr_list.1.kernel.length_scale', tensor([1.0402])), ('gpr_list.1.kernel.signal_variance', tensor([0.9600])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0376)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,333 - DEBUG - Epoch 41 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0411])), ('gpr_list.1.kernel.length_scale', tensor([1.0412])), ('gpr_list.1.kernel.signal_variance', tensor([0.9590])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0385)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,344 - DEBUG - Epoch 42 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0421])), ('gpr_list.1.kernel.length_scale', tensor([1.0423])), ('gpr_list.1.kernel.signal_variance', tensor([0.9580])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0393)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,354 - DEBUG - Epoch 43 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0431])), ('gpr_list.1.kernel.length_scale', tensor([1.0433])), ('gpr_list.1.kernel.signal_variance', tensor([0.9570])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0401)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,364 - DEBUG - Epoch 44 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0441])), ('gpr_list.1.kernel.length_scale', tensor([1.0443])), ('gpr_list.1.kernel.signal_variance', tensor([0.9560])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0409)), ('rho_list.1', tensor(1.))])
2024-05-07 15:48:32,374 - DEBUG - Epoch 45 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9028])), ('gpr_list.0.kernel.length_scale', tensor([0.8956])), ('gpr_list.0.kernel.signal_variance', tensor([0.9756])), ('gpr_list.1.log_beta', tensor([1.0451])), ('gpr_list.1.kernel.length_scale', tensor([1.0453])), ('gpr_list.1.kernel.signal_variance', tensor([0.9550])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.0417)), ('rho_list.1', tensor(1.))])
